ID;DateKey;Variable;Value
240;26.10.2019;kpi_1_brand_4;8
240;26.10.2019;kpi_2_brand_1;22
240;26.10.2019;kpi_2_brand_2;26
240;26.10.2019;kpi_2_brand_3;26
240;26.10.2019;kpi_2_brand_4;45
240;26.10.2019;kpi_3_brand_1;65
240;26.10.2019;kpi_3_brand_2;62
240;26.10.2019;kpi_3_brand_3;64
240;26.10.2019;kpi_3_brand_4;85
240;26.10.2019;dim_1;1
240;26.10.2019;dim_2;3
241;27.10.2019;kpi_1_brand_1;3
241;27.10.2019;kpi_1_brand_2;4
241;27.10.2019;kpi_1_brand_3;10
241;27.10.2019;kpi_1_brand_4;6
241;27.10.2019;kpi_2_brand_1;22
241;27.10.2019;kpi_2_brand_2;34
241;27.10.2019;kpi_2_brand_3;34
241;27.10.2019;kpi_2_brand_4;37
241;27.10.2019;kpi_3_brand_1;54
241;27.10.2019;kpi_3_brand_2;51
241;27.10.2019;kpi_3_brand_3;76
241;27.10.2019;kpi_3_brand_4;75
241;27.10.2019;dim_1;1
241;27.10.2019;dim_2;3
242;28.10.2019;kpi_1_brand_1;9
242;28.10.2019;kpi_1_brand_2;6
242;28.10.2019;kpi_1_brand_3;18
242;28.10.2019;kpi_1_brand_4;9
242;28.10.2019;kpi_2_brand_1;27
242;28.10.2019;kpi_2_brand_2;28
242;28.10.2019;kpi_2_brand_3;22
242;28.10.2019;kpi_2_brand_4;38
242;28.10.2019;kpi_3_brand_1;46
242;28.10.2019;kpi_3_brand_2;57
242;28.10.2019;kpi_3_brand_3;52
242;28.10.2019;kpi_3_brand_4;98
242;28.10.2019;dim_1;2
242;28.10.2019;dim_2;1
243;29.10.2019;kpi_1_brand_1;6
243;29.10.2019;kpi_1_brand_2;4
243;29.10.2019;kpi_1_brand_3;3
243;29.10.2019;kpi_1_brand_4;15
243;29.10.2019;kpi_2_brand_1;27
243;29.10.2019;kpi_2_brand_2;22
243;29.10.2019;kpi_2_brand_3;38
243;29.10.2019;kpi_2_brand_4;36
243;29.10.2019;kpi_3_brand_1;55
243;29.10.2019;kpi_3_brand_2;47
243;29.10.2019;kpi_3_brand_3;57
243;29.10.2019;kpi_3_brand_4;78
243;29.10.2019;dim_1;1
243;29.10.2019;dim_2;3
244;30.10.2019;kpi_1_brand_1;9
244;30.10.2019;kpi_1_brand_2;4
244;30.10.2019;kpi_1_brand_3;13
244;30.10.2019;kpi_1_brand_4;14
244;30.10.2019;kpi_2_brand_1;22
244;30.10.2019;kpi_2_brand_2;24
244;30.10.2019;kpi_2_brand_3;21
244;30.10.2019;kpi_2_brand_4;22
244;30.10.2019;kpi_3_brand_1;44
244;30.10.2019;kpi_3_brand_2;55
244;30.10.2019;kpi_3_brand_3;50
244;30.10.2019;kpi_3_brand_4;86
244;30.10.2019;dim_1;1
244;30.10.2019;dim_2;2
245;31.10.2019;kpi_1_brand_1;6
245;31.10.2019;kpi_1_brand_2;9
245;31.10.2019;kpi_1_brand_3;17
245;31.10.2019;kpi_1_brand_4;4
245;31.10.2019;kpi_2_brand_1;30
245;31.10.2019;kpi_2_brand_2;23
245;31.10.2019;kpi_2_brand_3;29
245;31.10.2019;kpi_2_brand_4;36
245;31.10.2019;kpi_3_brand_1;61
245;31.10.2019;kpi_3_brand_2;64
245;31.10.2019;kpi_3_brand_3;80
245;31.10.2019;kpi_3_brand_4;79
245;31.10.2019;dim_1;2
245;31.10.2019;dim_2;3
246;01.11.2019;kpi_1_brand_1;10
246;01.11.2019;kpi_1_brand_2;9
246;01.11.2019;kpi_1_brand_3;7
246;01.11.2019;kpi_1_brand_4;10
246;01.11.2019;kpi_2_brand_1;24
246;01.11.2019;kpi_2_brand_2;23
246;01.11.2019;kpi_2_brand_3;20
246;01.11.2019;kpi_2_brand_4;40
246;01.11.2019;kpi_3_brand_1;40
246;01.11.2019;kpi_3_brand_2;67
246;01.11.2019;kpi_3_brand_3;55
246;01.11.2019;kpi_3_brand_4;89
246;01.11.2019;dim_1;2
246;01.11.2019;dim_2;3
247;02.11.2019;kpi_1_brand_1;3
247;02.11.2019;kpi_1_brand_2;3
247;02.11.2019;kpi_1_brand_3;17
247;02.11.2019;kpi_1_brand_4;2
247;02.11.2019;kpi_2_brand_1;20
247;02.11.2019;kpi_2_brand_2;22
247;02.11.2019;kpi_2_brand_3;24
247;02.11.2019;kpi_2_brand_4;35
247;02.11.2019;kpi_3_brand_1;42
247;02.11.2019;kpi_3_brand_2;62
247;02.11.2019;kpi_3_brand_3;53
247;02.11.2019;kpi_3_brand_4;89
247;02.11.2019;dim_1;2
247;02.11.2019;dim_2;3
248;03.11.2019;kpi_1_brand_1;1
248;03.11.2019;kpi_1_brand_2;9
248;03.11.2019;kpi_1_brand_3;13
248;03.11.2019;kpi_1_brand_4;16
248;03.11.2019;kpi_2_brand_1;24
248;03.11.2019;kpi_2_brand_2;35
248;03.11.2019;kpi_2_brand_3;21
248;03.11.2019;kpi_2_brand_4;35
248;03.11.2019;kpi_3_brand_1;41
248;03.11.2019;kpi_3_brand_2;51
248;03.11.2019;kpi_3_brand_3;78
248;03.11.2019;kpi_3_brand_4;94
248;03.11.2019;dim_1;2
248;03.11.2019;dim_2;2
249;04.11.2019;kpi_1_brand_1;2
249;04.11.2019;kpi_1_brand_2;4
249;04.11.2019;kpi_1_brand_3;11
249;04.11.2019;kpi_1_brand_4;13
249;04.11.2019;kpi_2_brand_1;28
249;04.11.2019;kpi_2_brand_2;32
249;04.11.2019;kpi_2_brand_3;33
249;04.11.2019;kpi_2_brand_4;34
249;04.11.2019;kpi_3_brand_1;49
249;04.11.2019;kpi_3_brand_2;66
249;04.11.2019;kpi_3_brand_3;69
249;04.11.2019;kpi_3_brand_4;84
249;04.11.2019;dim_1;2
249;04.11.2019;dim_2;2
250;05.11.2019;kpi_1_brand_1;6
250;05.11.2019;kpi_1_brand_2;2
250;05.11.2019;kpi_1_brand_3;5
250;05.11.2019;kpi_1_brand_4;6
250;05.11.2019;kpi_2_brand_1;25
250;05.11.2019;kpi_2_brand_2;34
250;05.11.2019;kpi_2_brand_3;20
250;05.11.2019;kpi_2_brand_4;26
250;05.11.2019;kpi_3_brand_1;57
250;05.11.2019;kpi_3_brand_2;55
250;05.11.2019;kpi_3_brand_3;56
250;05.11.2019;kpi_3_brand_4;90
250;05.11.2019;dim_1;1
250;05.11.2019;dim_2;1
251;06.11.2019;kpi_1_brand_1;8
251;06.11.2019;kpi_1_brand_2;6
251;06.11.2019;kpi_1_brand_3;6
251;06.11.2019;kpi_1_brand_4;11
251;06.11.2019;kpi_2_brand_1;28
251;06.11.2019;kpi_2_brand_2;32
251;06.11.2019;kpi_2_brand_3;27
251;06.11.2019;kpi_2_brand_4;36
251;06.11.2019;kpi_3_brand_1;47
251;06.11.2019;kpi_3_brand_2;59
251;06.11.2019;kpi_3_brand_3;54
251;06.11.2019;kpi_3_brand_4;77
251;06.11.2019;dim_1;2
251;06.11.2019;dim_2;1
252;07.11.2019;kpi_1_brand_1;3
252;07.11.2019;kpi_1_brand_2;14
252;07.11.2019;kpi_1_brand_3;4
252;07.11.2019;kpi_1_brand_4;19
252;07.11.2019;kpi_2_brand_1;29
252;07.11.2019;kpi_2_brand_2;30
252;07.11.2019;kpi_2_brand_3;28
252;07.11.2019;kpi_2_brand_4;38
252;07.11.2019;kpi_3_brand_1;65
252;07.11.2019;kpi_3_brand_2;55
252;07.11.2019;kpi_3_brand_3;60
252;07.11.2019;kpi_3_brand_4;91
252;07.11.2019;dim_1;1
252;07.11.2019;dim_2;1
253;08.11.2019;kpi_1_brand_1;10
253;08.11.2019;kpi_1_brand_2;6
253;08.11.2019;kpi_1_brand_3;5
253;08.11.2019;kpi_1_brand_4;18
253;08.11.2019;kpi_2_brand_1;27
253;08.11.2019;kpi_2_brand_2;25
253;08.11.2019;kpi_2_brand_3;27
253;08.11.2019;kpi_2_brand_4;44
253;08.11.2019;kpi_3_brand_1;63
253;08.11.2019;kpi_3_brand_2;61
253;08.11.2019;kpi_3_brand_3;72
253;08.11.2019;kpi_3_brand_4;85
253;08.11.2019;dim_1;2
253;08.11.2019;dim_2;3
254;09.11.2019;kpi_1_brand_1;2
254;09.11.2019;kpi_1_brand_2;10
254;09.11.2019;kpi_1_brand_3;1
254;09.11.2019;kpi_1_brand_4;16
254;09.11.2019;kpi_2_brand_1;26
254;09.11.2019;kpi_2_brand_2;35
254;09.11.2019;kpi_2_brand_3;29
254;09.11.2019;kpi_2_brand_4;43
254;09.11.2019;kpi_3_brand_1;54
254;09.11.2019;kpi_3_brand_2;58
254;09.11.2019;kpi_3_brand_3;69
254;09.11.2019;kpi_3_brand_4;82
254;09.11.2019;dim_1;2
254;09.11.2019;dim_2;3
255;10.11.2019;kpi_1_brand_1;9
255;10.11.2019;kpi_1_brand_2;12
255;10.11.2019;kpi_1_brand_3;17
255;10.11.2019;kpi_1_brand_4;5
255;10.11.2019;kpi_2_brand_1;24
255;10.11.2019;kpi_2_brand_2;29
255;10.11.2019;kpi_2_brand_3;34
255;10.11.2019;kpi_2_brand_4;34
255;10.11.2019;kpi_3_brand_1;51
255;10.11.2019;kpi_3_brand_2;61
255;10.11.2019;kpi_3_brand_3;63
255;10.11.2019;kpi_3_brand_4;97
255;10.11.2019;dim_1;2
255;10.11.2019;dim_2;2
256;11.11.2019;kpi_1_brand_1;5
256;11.11.2019;kpi_1_brand_2;14
256;11.11.2019;kpi_1_brand_3;15
256;11.11.2019;kpi_1_brand_4;17
256;11.11.2019;kpi_2_brand_1;28
256;11.11.2019;kpi_2_brand_2;21
256;11.11.2019;kpi_2_brand_3;34
256;11.11.2019;kpi_2_brand_4;27
256;11.11.2019;kpi_3_brand_1;44
256;11.11.2019;kpi_3_brand_2;52
256;11.11.2019;kpi_3_brand_3;55
256;11.11.2019;kpi_3_brand_4;93
256;11.11.2019;dim_1;2
256;11.11.2019;dim_2;1
257;12.11.2019;kpi_1_brand_1;6
257;12.11.2019;kpi_1_brand_2;8
257;12.11.2019;kpi_1_brand_3;1
257;12.11.2019;kpi_1_brand_4;11
257;12.11.2019;kpi_2_brand_1;25
257;12.11.2019;kpi_2_brand_2;31
257;12.11.2019;kpi_2_brand_3;40
257;12.11.2019;kpi_2_brand_4;30
257;12.11.2019;kpi_3_brand_1;47
257;12.11.2019;kpi_3_brand_2;60
257;12.11.2019;kpi_3_brand_3;78
257;12.11.2019;kpi_3_brand_4;89
257;12.11.2019;dim_1;1
257;12.11.2019;dim_2;3
258;13.11.2019;kpi_1_brand_1;6
258;13.11.2019;kpi_1_brand_2;12
258;13.11.2019;kpi_1_brand_3;15
258;13.11.2019;kpi_1_brand_4;4
258;13.11.2019;kpi_2_brand_1;27
258;13.11.2019;kpi_2_brand_2;20
258;13.11.2019;kpi_2_brand_3;37
258;13.11.2019;kpi_2_brand_4;30
258;13.11.2019;kpi_3_brand_1;53
258;13.11.2019;kpi_3_brand_2;66
258;13.11.2019;kpi_3_brand_3;61
258;13.11.2019;kpi_3_brand_4;92
258;13.11.2019;dim_1;1
258;13.11.2019;dim_2;1
259;14.11.2019;kpi_1_brand_1;9
259;14.11.2019;kpi_1_brand_2;15
259;14.11.2019;kpi_1_brand_3;7
259;14.11.2019;kpi_1_brand_4;20
259;14.11.2019;kpi_2_brand_1;21
259;14.11.2019;kpi_2_brand_2;25
259;14.11.2019;kpi_2_brand_3;36
259;14.11.2019;kpi_2_brand_4;22
259;14.11.2019;kpi_3_brand_1;65
259;14.11.2019;kpi_3_brand_2;64
259;14.11.2019;kpi_3_brand_3;74
259;14.11.2019;kpi_3_brand_4;81
259;14.11.2019;dim_1;2
259;14.11.2019;dim_2;3
260;15.11.2019;kpi_1_brand_1;5
260;15.11.2019;kpi_1_brand_2;9
260;15.11.2019;kpi_1_brand_3;5
260;15.11.2019;kpi_1_brand_4;13
260;15.11.2019;kpi_2_brand_1;23
260;15.11.2019;kpi_2_brand_2;30
260;15.11.2019;kpi_2_brand_3;30
260;15.11.2019;kpi_2_brand_4;43
260;15.11.2019;kpi_3_brand_1;49
260;15.11.2019;kpi_3_brand_2;45
260;15.11.2019;kpi_3_brand_3;57
260;15.11.2019;kpi_3_brand_4;83
260;15.11.2019;dim_1;1
260;15.11.2019;dim_2;3
261;16.11.2019;kpi_1_brand_1;7
261;16.11.2019;kpi_1_brand_2;15
261;16.11.2019;kpi_1_brand_3;8
261;16.11.2019;kpi_1_brand_4;4
261;16.11.2019;kpi_2_brand_1;29
261;16.11.2019;kpi_2_brand_2;30
261;16.11.2019;kpi_2_brand_3;29
261;16.11.2019;kpi_2_brand_4;26
261;16.11.2019;kpi_3_brand_1;43
261;16.11.2019;kpi_3_brand_2;66
261;16.11.2019;kpi_3_brand_3;52
261;16.11.2019;kpi_3_brand_4;75
261;16.11.2019;dim_1;2
261;16.11.2019;dim_2;2
262;17.11.2019;kpi_1_brand_1;2
262;17.11.2019;kpi_1_brand_2;6
262;17.11.2019;kpi_1_brand_3;4
262;17.11.2019;kpi_1_brand_4;7
262;17.11.2019;kpi_2_brand_1;22
262;17.11.2019;kpi_2_brand_2;27
262;17.11.2019;kpi_2_brand_3;40
262;17.11.2019;kpi_2_brand_4;26
262;17.11.2019;kpi_3_brand_1;54
262;17.11.2019;kpi_3_brand_2;63
262;17.11.2019;kpi_3_brand_3;60
262;17.11.2019;kpi_3_brand_4;82
262;17.11.2019;dim_1;1
262;17.11.2019;dim_2;3
263;18.11.2019;kpi_1_brand_1;5
263;18.11.2019;kpi_1_brand_2;10
263;18.11.2019;kpi_1_brand_3;17
263;18.11.2019;kpi_1_brand_4;17
263;18.11.2019;kpi_2_brand_1;24
263;18.11.2019;kpi_2_brand_2;35
263;18.11.2019;kpi_2_brand_3;26
263;18.11.2019;kpi_2_brand_4;44
263;18.11.2019;kpi_3_brand_1;52
263;18.11.2019;kpi_3_brand_2;56
263;18.11.2019;kpi_3_brand_3;53
263;18.11.2019;kpi_3_brand_4;75
263;18.11.2019;dim_1;2
263;18.11.2019;dim_2;3
264;19.11.2019;kpi_1_brand_1;4
264;19.11.2019;kpi_1_brand_2;15
264;19.11.2019;kpi_1_brand_3;18
264;19.11.2019;kpi_1_brand_4;1
264;19.11.2019;kpi_2_brand_1;20
264;19.11.2019;kpi_2_brand_2;29
264;19.11.2019;kpi_2_brand_3;31
264;19.11.2019;kpi_2_brand_4;39
264;19.11.2019;kpi_3_brand_1;59
264;19.11.2019;kpi_3_brand_2;59
264;19.11.2019;kpi_3_brand_3;53
264;19.11.2019;kpi_3_brand_4;88
264;19.11.2019;dim_1;2
264;19.11.2019;dim_2;2
265;20.11.2019;kpi_1_brand_1;7
265;20.11.2019;kpi_1_brand_2;6
265;20.11.2019;kpi_1_brand_3;9
265;20.11.2019;kpi_1_brand_4;12
265;20.11.2019;kpi_2_brand_1;27
265;20.11.2019;kpi_2_brand_2;30
265;20.11.2019;kpi_2_brand_3;39
265;20.11.2019;kpi_2_brand_4;22
265;20.11.2019;kpi_3_brand_1;60
265;20.11.2019;kpi_3_brand_2;58
265;20.11.2019;kpi_3_brand_3;52
265;20.11.2019;kpi_3_brand_4;91
265;20.11.2019;dim_1;2
265;20.11.2019;dim_2;1
266;21.11.2019;kpi_1_brand_1;6
266;21.11.2019;kpi_1_brand_2;11
266;21.11.2019;kpi_1_brand_3;18
266;21.11.2019;kpi_1_brand_4;19
266;21.11.2019;kpi_2_brand_1;25
266;21.11.2019;kpi_2_brand_2;30
266;21.11.2019;kpi_2_brand_3;36
266;21.11.2019;kpi_2_brand_4;33
266;21.11.2019;kpi_3_brand_1;48
266;21.11.2019;kpi_3_brand_2;55
266;21.11.2019;kpi_3_brand_3;64
266;21.11.2019;kpi_3_brand_4;86
266;21.11.2019;dim_1;2
266;21.11.2019;dim_2;1
267;22.11.2019;kpi_1_brand_1;9
267;22.11.2019;kpi_1_brand_2;11
267;22.11.2019;kpi_1_brand_3;4
267;22.11.2019;kpi_1_brand_4;12
267;22.11.2019;kpi_2_brand_1;24
267;22.11.2019;kpi_2_brand_2;24
267;22.11.2019;kpi_2_brand_3;28
267;22.11.2019;kpi_2_brand_4;21
267;22.11.2019;kpi_3_brand_1;45
267;22.11.2019;kpi_3_brand_2;60
267;22.11.2019;kpi_3_brand_3;61
267;22.11.2019;kpi_3_brand_4;76
267;22.11.2019;dim_1;2
267;22.11.2019;dim_2;3
268;23.11.2019;kpi_1_brand_1;9
268;23.11.2019;kpi_1_brand_2;15
268;23.11.2019;kpi_1_brand_3;10
268;23.11.2019;kpi_1_brand_4;7
268;23.11.2019;kpi_2_brand_1;23
268;23.11.2019;kpi_2_brand_2;29
268;23.11.2019;kpi_2_brand_3;39
268;23.11.2019;kpi_2_brand_4;38
268;23.11.2019;kpi_3_brand_1;45
268;23.11.2019;kpi_3_brand_2;57
268;23.11.2019;kpi_3_brand_3;77
268;23.11.2019;kpi_3_brand_4;85
268;23.11.2019;dim_1;2
268;23.11.2019;dim_2;3
269;24.11.2019;kpi_1_brand_1;3
269;24.11.2019;kpi_1_brand_2;7
269;24.11.2019;kpi_1_brand_3;13
269;24.11.2019;kpi_1_brand_4;10
269;24.11.2019;kpi_2_brand_1;23
269;24.11.2019;kpi_2_brand_2;34
269;24.11.2019;kpi_2_brand_3;24
269;24.11.2019;kpi_2_brand_4;25
269;24.11.2019;kpi_3_brand_1;48
269;24.11.2019;kpi_3_brand_2;56
269;24.11.2019;kpi_3_brand_3;77
269;24.11.2019;kpi_3_brand_4;82
269;24.11.2019;dim_1;1
269;24.11.2019;dim_2;3
270;25.11.2019;kpi_1_brand_1;6
270;25.11.2019;kpi_1_brand_2;5
270;25.11.2019;kpi_1_brand_3;18
270;25.11.2019;kpi_1_brand_4;16
270;25.11.2019;kpi_2_brand_1;25
270;25.11.2019;kpi_2_brand_2;24
270;25.11.2019;kpi_2_brand_3;22
270;25.11.2019;kpi_2_brand_4;33
270;25.11.2019;kpi_3_brand_1;49
270;25.11.2019;kpi_3_brand_2;45
270;25.11.2019;kpi_3_brand_3;62
270;25.11.2019;kpi_3_brand_4;81
270;25.11.2019;dim_1;2
270;25.11.2019;dim_2;2
271;26.11.2019;kpi_1_brand_1;5
271;26.11.2019;kpi_1_brand_2;13
271;26.11.2019;kpi_1_brand_3;6
271;26.11.2019;kpi_1_brand_4;4
271;26.11.2019;kpi_2_brand_1;24
271;26.11.2019;kpi_2_brand_2;28
271;26.11.2019;kpi_2_brand_3;34
271;26.11.2019;kpi_2_brand_4;27
271;26.11.2019;kpi_3_brand_1;63
271;26.11.2019;kpi_3_brand_2;58
271;26.11.2019;kpi_3_brand_3;77
271;26.11.2019;kpi_3_brand_4;86
271;26.11.2019;dim_1;2
271;26.11.2019;dim_2;2
272;27.11.2019;kpi_1_brand_1;10
272;27.11.2019;kpi_1_brand_2;1
272;27.11.2019;kpi_1_brand_3;7
272;27.11.2019;kpi_1_brand_4;19
272;27.11.2019;kpi_2_brand_1;20
272;27.11.2019;kpi_2_brand_2;29
272;27.11.2019;kpi_2_brand_3;35
272;27.11.2019;kpi_2_brand_4;28
272;27.11.2019;kpi_3_brand_1;46
272;27.11.2019;kpi_3_brand_2;63
272;27.11.2019;kpi_3_brand_3;77
272;27.11.2019;kpi_3_brand_4;91
272;27.11.2019;dim_1;2
272;27.11.2019;dim_2;1
273;28.11.2019;kpi_1_brand_1;10
273;28.11.2019;kpi_1_brand_2;7
273;28.11.2019;kpi_1_brand_3;13
273;28.11.2019;kpi_1_brand_4;1
273;28.11.2019;kpi_2_brand_1;27
273;28.11.2019;kpi_2_brand_2;20
273;28.11.2019;kpi_2_brand_3;27
273;28.11.2019;kpi_2_brand_4;33
273;28.11.2019;kpi_3_brand_1;43
273;28.11.2019;kpi_3_brand_2;63
273;28.11.2019;kpi_3_brand_3;74
273;28.11.2019;kpi_3_brand_4;92
273;28.11.2019;dim_1;2
273;28.11.2019;dim_2;3
274;29.11.2019;kpi_1_brand_1;3
274;29.11.2019;kpi_1_brand_2;13
274;29.11.2019;kpi_1_brand_3;9
274;29.11.2019;kpi_1_brand_4;6
274;29.11.2019;kpi_2_brand_1;25
274;29.11.2019;kpi_2_brand_2;35
274;29.11.2019;kpi_2_brand_3;40
274;29.11.2019;kpi_2_brand_4;33
274;29.11.2019;kpi_3_brand_1;44
274;29.11.2019;kpi_3_brand_2;68
274;29.11.2019;kpi_3_brand_3;73
274;29.11.2019;kpi_3_brand_4;82
274;29.11.2019;dim_1;2
274;29.11.2019;dim_2;2
275;30.11.2019;kpi_1_brand_1;2
275;30.11.2019;kpi_1_brand_2;12
275;30.11.2019;kpi_1_brand_3;7
275;30.11.2019;kpi_1_brand_4;8
275;30.11.2019;kpi_2_brand_1;27
275;30.11.2019;kpi_2_brand_2;32
275;30.11.2019;kpi_2_brand_3;40
275;30.11.2019;kpi_2_brand_4;33
275;30.11.2019;kpi_3_brand_1;47
275;30.11.2019;kpi_3_brand_2;69
275;30.11.2019;kpi_3_brand_3;75
275;30.11.2019;kpi_3_brand_4;98
275;30.11.2019;dim_1;2
275;30.11.2019;dim_2;3
276;01.12.2019;kpi_1_brand_1;7
276;01.12.2019;kpi_1_brand_2;1
276;01.12.2019;kpi_1_brand_3;4
276;01.12.2019;kpi_1_brand_4;19
276;01.12.2019;kpi_2_brand_1;30
276;01.12.2019;kpi_2_brand_2;23
276;01.12.2019;kpi_2_brand_3;21
276;01.12.2019;kpi_2_brand_4;32
276;01.12.2019;kpi_3_brand_1;64
276;01.12.2019;kpi_3_brand_2;51
276;01.12.2019;kpi_3_brand_3;79
276;01.12.2019;kpi_3_brand_4;86
276;01.12.2019;dim_1;2
276;01.12.2019;dim_2;1
277;02.12.2019;kpi_1_brand_1;6
277;02.12.2019;kpi_1_brand_2;14
277;02.12.2019;kpi_1_brand_3;10
277;02.12.2019;kpi_1_brand_4;12
277;02.12.2019;kpi_2_brand_1;23
277;02.12.2019;kpi_2_brand_2;24
277;02.12.2019;kpi_2_brand_3;35
277;02.12.2019;kpi_2_brand_4;39
277;02.12.2019;kpi_3_brand_1;58
277;02.12.2019;kpi_3_brand_2;69
277;02.12.2019;kpi_3_brand_3;61
277;02.12.2019;kpi_3_brand_4;77
277;02.12.2019;dim_1;2
277;02.12.2019;dim_2;1
278;03.12.2019;kpi_1_brand_1;2
278;03.12.2019;kpi_1_brand_2;10
278;03.12.2019;kpi_1_brand_3;13
278;03.12.2019;kpi_1_brand_4;18
278;03.12.2019;kpi_2_brand_1;25
278;03.12.2019;kpi_2_brand_2;31
278;03.12.2019;kpi_2_brand_3;21
278;03.12.2019;kpi_2_brand_4;22
278;03.12.2019;kpi_3_brand_1;49
278;03.12.2019;kpi_3_brand_2;49
278;03.12.2019;kpi_3_brand_3;69
278;03.12.2019;kpi_3_brand_4;75
278;03.12.2019;dim_1;2
278;03.12.2019;dim_2;1
279;04.12.2019;kpi_1_brand_1;3
279;04.12.2019;kpi_1_brand_2;15
279;04.12.2019;kpi_1_brand_3;18
279;04.12.2019;kpi_1_brand_4;19
279;04.12.2019;kpi_2_brand_1;23
279;04.12.2019;kpi_2_brand_2;24
279;04.12.2019;kpi_2_brand_3;34
279;04.12.2019;kpi_2_brand_4;23
279;04.12.2019;kpi_3_brand_1;53
279;04.12.2019;kpi_3_brand_2;47
279;04.12.2019;kpi_3_brand_3;69
279;04.12.2019;kpi_3_brand_4;95
279;04.12.2019;dim_1;1
279;04.12.2019;dim_2;1
280;05.12.2019;kpi_1_brand_1;10
280;05.12.2019;kpi_1_brand_2;13
280;05.12.2019;kpi_1_brand_3;14
280;05.12.2019;kpi_1_brand_4;3
280;05.12.2019;kpi_2_brand_1;23
280;05.12.2019;kpi_2_brand_2;26
280;05.12.2019;kpi_2_brand_3;26
280;05.12.2019;kpi_2_brand_4;42
280;05.12.2019;kpi_3_brand_1;54
280;05.12.2019;kpi_3_brand_2;48
280;05.12.2019;kpi_3_brand_3;64
280;05.12.2019;kpi_3_brand_4;84
280;05.12.2019;dim_1;2
280;05.12.2019;dim_2;3
281;06.12.2019;kpi_1_brand_1;10
281;06.12.2019;kpi_1_brand_2;12
281;06.12.2019;kpi_1_brand_3;18
281;06.12.2019;kpi_1_brand_4;8
281;06.12.2019;kpi_2_brand_1;28
281;06.12.2019;kpi_2_brand_2;28
281;06.12.2019;kpi_2_brand_3;35
281;06.12.2019;kpi_2_brand_4;24
281;06.12.2019;kpi_3_brand_1;40
281;06.12.2019;kpi_3_brand_2;50
281;06.12.2019;kpi_3_brand_3;50
281;06.12.2019;kpi_3_brand_4;90
281;06.12.2019;dim_1;1
281;06.12.2019;dim_2;1
282;07.12.2019;kpi_1_brand_1;8
282;07.12.2019;kpi_1_brand_2;4
282;07.12.2019;kpi_1_brand_3;7
282;07.12.2019;kpi_1_brand_4;17
282;07.12.2019;kpi_2_brand_1;20
282;07.12.2019;kpi_2_brand_2;23
282;07.12.2019;kpi_2_brand_3;20
282;07.12.2019;kpi_2_brand_4;44
282;07.12.2019;kpi_3_brand_1;61
282;07.12.2019;kpi_3_brand_2;67
282;07.12.2019;kpi_3_brand_3;59
282;07.12.2019;kpi_3_brand_4;88
282;07.12.2019;dim_1;2
282;07.12.2019;dim_2;2
283;08.12.2019;kpi_1_brand_1;9
283;08.12.2019;kpi_1_brand_2;6
283;08.12.2019;kpi_1_brand_3;11
283;08.12.2019;kpi_1_brand_4;5
283;08.12.2019;kpi_2_brand_1;27
283;08.12.2019;kpi_2_brand_2;31
283;08.12.2019;kpi_2_brand_3;34
283;08.12.2019;kpi_2_brand_4;30
283;08.12.2019;kpi_3_brand_1;46
283;08.12.2019;kpi_3_brand_2;68
283;08.12.2019;kpi_3_brand_3;67
283;08.12.2019;kpi_3_brand_4;84
283;08.12.2019;dim_1;1
283;08.12.2019;dim_2;2
284;09.12.2019;kpi_1_brand_1;6
284;09.12.2019;kpi_1_brand_2;14
284;09.12.2019;kpi_1_brand_3;8
284;09.12.2019;kpi_1_brand_4;5
284;09.12.2019;kpi_2_brand_1;30
284;09.12.2019;kpi_2_brand_2;22
284;09.12.2019;kpi_2_brand_3;25
284;09.12.2019;kpi_2_brand_4;23
284;09.12.2019;kpi_3_brand_1;61
284;09.12.2019;kpi_3_brand_2;52
284;09.12.2019;kpi_3_brand_3;51
284;09.12.2019;kpi_3_brand_4;97
284;09.12.2019;dim_1;1
284;09.12.2019;dim_2;1
285;10.12.2019;kpi_1_brand_1;5
285;10.12.2019;kpi_1_brand_2;5
285;10.12.2019;kpi_1_brand_3;17
285;10.12.2019;kpi_1_brand_4;14
285;10.12.2019;kpi_2_brand_1;29
285;10.12.2019;kpi_2_brand_2;35
285;10.12.2019;kpi_2_brand_3;39
285;10.12.2019;kpi_2_brand_4;26
285;10.12.2019;kpi_3_brand_1;43
285;10.12.2019;kpi_3_brand_2;52
285;10.12.2019;kpi_3_brand_3;77
285;10.12.2019;kpi_3_brand_4;83
285;10.12.2019;dim_1;2
285;10.12.2019;dim_2;1
286;11.12.2019;kpi_1_brand_1;10
286;11.12.2019;kpi_1_brand_2;15
286;11.12.2019;kpi_1_brand_3;11
286;11.12.2019;kpi_1_brand_4;19
286;11.12.2019;kpi_2_brand_1;22
286;11.12.2019;kpi_2_brand_2;26
286;11.12.2019;kpi_2_brand_3;38
286;11.12.2019;kpi_2_brand_4;45
286;11.12.2019;kpi_3_brand_1;65
286;11.12.2019;kpi_3_brand_2;52
286;11.12.2019;kpi_3_brand_3;73
286;11.12.2019;kpi_3_brand_4;98
286;11.12.2019;dim_1;2
286;11.12.2019;dim_2;2
287;12.12.2019;kpi_1_brand_1;7
287;12.12.2019;kpi_1_brand_2;6
287;12.12.2019;kpi_1_brand_3;11
287;12.12.2019;kpi_1_brand_4;8
287;12.12.2019;kpi_2_brand_1;21
287;12.12.2019;kpi_2_brand_2;35
